name,csv_height,csv_weight,csv_reach,csv_stance,csv_dob,wiki_matched,wiki_url,match_reason,wiki_name,wiki_birth_name,wiki_birth_date,wiki_birth_place,wiki_nationality,wiki_height,wiki_weight,wiki_weight_class,wiki_reach_in,wiki_stance,wiki_style,wiki_team,wiki_trainer,wiki_rank,wiki_years_active,wiki_fighting_out_of,wiki_mma_kowin,wiki_mma_subwin,wiki_mma_decwin,wiki_mma_koloss,wiki_mma_subloss,wiki_mma_decloss,wiki_mma_draw,wiki_mma_nc,wiki_sherdog,wiki_title,wiki_height_imperial,wiki_height_cm,wiki_weight_lb,wiki_weight_kg,wiki_reach_cm,wiki_other_names,wiki_reach,wiki_mma_dqwin,wiki_mma_dqloss,wiki_residence,wiki_height_ft,wiki_height_in,height_final,weight_final,reach_final,stance_final,dob_final
Bill Algeo,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",True,https://en.wikipedia.org/wiki/Bill_Algeo,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Bill Algeo,,,"Boothwyn, Pennsylvania, United States",,,,Featherweight,73.0,,,Algeo MMA and Kickboxing Balance MMA,,Black belt in Brazilian Jiu-Jitsu under Tim Carpenter,2012–2025,"King of Prussia, Pennsylvania",4,7,7,2,2,5,,,77441,Bill Algeo,,,,,185.4,Señor Perfecto,73 in,,,,,,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989"
Royce Alger,"5' 10""",199 lbs.,--,Orthodox,--,False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",199 lbs.,--,Orthodox,--
Amir Aliakbari,"6' 3""",250 lbs.,--,,"Jun 10, 1984",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 3""",250 lbs.,--,,"Jun 10, 1984"
Sultan Aliev,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",True,https://en.wikipedia.org/wiki/Sultan_Aliev,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Sultan AlievСултан Алиев,Sultan Magomedbegovich Aliev,,"Kaspiysk, Dagestan ASSR, Russian SFSR, Soviet Union",Russian,,,Light HeavyweightMiddleweightWelterweight,,,Combat Sambo,Champion DerbentAmerican Top Team Eagles MMA,"Greg Jackson (MMA), Abdulmanap Nurmagomedov (Sambo/MMA)",International master of sport in Combat Sambo,2011–2019,"Derbent, Dagestan, RussiaCoconut Creek, Florida, United States",10,,5,2,,1,,,89761,Sultan Aliev,,,,,,,,,,,,,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984"
Nurullo Aliev,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000"
Ikram Aliskerov,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992"
Leon Aliu,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 14, 1989",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 14, 1989"
John Allan,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 22, 1993",True,https://en.wikipedia.org/wiki/John_Allan_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",John Allan Arte,,,"Curitiba, Brazil",,,,Light HeavyweightMiddleweight,70.0,Orthodox,,Chute Boxe Academy,,,2012–present,"Curitiba, Parana, Brazil",13,4,1,2,4,4,,1,114875,John Allan (fighter),,,,,177.8,The Hunter,70.0 in,,,,,,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 22, 1993"
George Allen,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967"
Arnold Allen,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",True,https://en.wikipedia.org/wiki/Arnold_Allen,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Arnold Allen,Arnold Billy Allen,,"Ipswich, England",,,,Bantamweight (2012–2013)Featherweight (2013–present)Lightweight (2014),70.0,,,"BKK Fighters, UK Tristar Gym",,Black belt in Brazilian Jiu-Jitsu under Mark Nixon,,"Trimley St Martin, Suffolk, England",7,4,9,,,4,,,97499,Arnold Allen,,,,,177.8,Almighty,70 in,,,,,,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994"
Brendan Allen,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",True,https://en.wikipedia.org/wiki/Brendan_Allen,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Brendan Allen,Brendan Cody Allen,,"Beaufort, South Carolina, U.S.",American • Canadian,,,Welterweight (2015) Middleweight (2016–present) Light Heavyweight (2022),75.0,Orthodox,,Clementi's Gladiator Academy (until 2017) Roufusport (2017–2020) Kill Cliff FC (2020–2025) VFS Academy in Chicago (2025-present),,Black belt in Brazilian Jiu-Jitsu under Daniel Wanderley,2015–present,"Delray Beach, Florida, U.S.",6,14,6,2,1,4,,,201703,Brendan Allen,,,,,190.5,All In,75 in,,,,,,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995"
Daniel Allen,"6' 0""",155 lbs.,"75""",Southpaw,"Aug 10, 1992",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",155 lbs.,"75""",Southpaw,"Aug 10, 1992"
Ben Alloway,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 19, 1981",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 19, 1981"
Asu Almabayev,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994",True,https://en.wikipedia.org/wiki/Asu_Almabayev,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Asu Almabayev,Asu Abaiuly Almabayev,,"Janatalap, Sarysu District, Kazakhstan",,,,Flyweight,65.0,Orthodox,,DAR Pro Team,,,2013–present,"Almaty, Kazakhstan",3,10,10,2,,1,,,219183,Asu Almabayev,,,,,165.1,,65 in,,,,,,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994"
Bekzat Almakhan,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 08, 1997",True,https://en.wikipedia.org/wiki/Bekzat_Almakhan,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Bekzat Almakhan,Bekzat Almakhan,,"Akzhar, Bayzak District, Jambyl Region, Kazakhstan",,,,Bantamweight,68.0,Orthodox,,DDV Team 777,Danesh Dungenbay,,2018–present,"Almaty, Kazakhstan",10,1,1,,1,2,,,294895,Bekzat Almakhan,,,,,172.7,,68 in,,,,,,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 08, 1997"
John Dave Almanza,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 22, 2004",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 22, 2004"
Ricardo Almeida,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976"
Magno Almeida,"6' 0""",155 lbs.,--,,"Jun 06, 1985",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",155 lbs.,--,,"Jun 06, 1985"
Thomas Almeida,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991",True,https://en.wikipedia.org/wiki/Thomas_Almeida,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Thomas Almeida,,,"São Paulo, Brazil",,5 ft 7 in,,Bantamweight,70.0,,"Muay Thai, Brazilian Jiu-Jitsu",Chute Boxe Academy Xtreme Couture,,Brown belt in Brazilian Jiu-Jitsu,2011–present,"São Paulo, Brazil",17,4,2,3,,2,,,87865,Thomas Almeida,"5'7""",170.2,,,177.8,,70 in,,,,,,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991"
Ericka Almeida,"5' 6""",115 lbs.,--,Orthodox,"Mar 05, 1989",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",115 lbs.,--,Orthodox,"Mar 05, 1989"
Estefani Almeida,"5' 4""",125 lbs.,--,Orthodox,"Oct 17, 1988",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",125 lbs.,--,Orthodox,"Oct 17, 1988"
Jailton Almeida,"6' 3""",205 lbs.,"79""",Orthodox,"Jun 26, 1991",True,https://en.wikipedia.org/wiki/Jailton_Almeida,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Jailton Almeida,Jailton Jesus Almeida Júnior,,"Salvador, Bahia, Brazil",,6 ft 4 in,,"Welterweight (2012, 2016) Middleweight (2017–2018) Light Heavyweight (2019–2022, 2026-present) Heavyweight (2019, 2022-present)",79.0,Orthodox,,LG System,,Black belt in Brazilian jiu-jitsu,2012–present,"Salvador, Bahia, Brazil",8,13,1,2,,3,,,114657,Jailton Almeida,"6'4""",193.0,,,200.7,Malhadinho,79 in,,,,,,"6' 3""",205 lbs.,"79""",Orthodox,"Jun 26, 1991"
Lucas Almeida,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991"
Cesar Almeida,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988"
Mauricio Alonso,"6' 2""",170 lbs.,--,,"Feb 27, 1980",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",170 lbs.,--,,"Feb 27, 1980"
Sarah Alpar,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991"
Ali AlQaisi,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 23, 1990",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 23, 1990"
Rico Altamirano,"5' 10""",170 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",170 lbs.,--,,--
Victor Altamirano,"5' 8""",125 lbs.,"70""",Switch,"Jan 23, 1991",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",125 lbs.,"70""",Switch,"Jan 23, 1991"
Mike Altman,"5' 10""",185 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",185 lbs.,--,Orthodox,--
Patricia Alujas,"5' 4""",115 lbs.,"64""",Orthodox,"May 08, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",115 lbs.,"64""",Orthodox,"May 08, 1996"
Sean Alvarez,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971"
Eddie Alvarez,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984",True,https://en.wikipedia.org/wiki/Eddie_Alvarez,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Eddie Alvarez,Eduard Alvarez,,"Philadelphia, Pennsylvania, U.S.",,5 ft 9 in,,"Lightweight (2007–2018) Welterweight (2003–2007, 2018–present)",,Orthodox,,Ricardo Almeida BJJNick Catone MMABlackzilians (formerly),Boxing: Mark HenryCatch wrestling: Neil MelansonGrappling: Ricardo Almeida,Black belt in Brazilian Jiu-Jitsu under Ricardo Almeida,2003–present,"Philadelphia, Pennsylvania,",17,7,6,4,2,2,,2,9265,Eddie Alvarez,"5'9""",175.3,,,,,,,,,,,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984"
Jaime Alvarez,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988"
Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993",True,https://en.wikipedia.org/wiki/Joel_Álvarez,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Joel Álvarez,Joel Álvarez González,,"Gijón, Asturias, Spain",,,,LightweightWelterweight,77.0,Orthodox,,Bandog Fight Club,,Brown belt in Brazilian Jiu-Jitsu,2013–present,"Gijón, Asturias, Spain",5,17,1,2,,1,,,190201,Joel Álvarez,,,,,195.6,El Fenómeno ('The Phenomenon'),77 in,,,,,,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993"
Thiago Alves,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",True,https://en.wikipedia.org/wiki/Thiago_Alves_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Thiago Alves,Thiago Alves,,"Fortaleza, Brazil",,5 ft 10 in,,WelterweightLightweight,68.0,,,American Top Team,,Brown belt in Brazilian Jiu-Jitsu,2001–2019,"Coconut Creek, Florida, United States",13,1,9,3,5,7,,,5998,Thiago Alves (fighter),"5'10""",177.8,,,172.7,Pitbull,68 in,,,,,,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983"
Anthony Alves,--,--,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,--
Amilcar Alves,"6' 0""",170 lbs.,--,Southpaw,"Aug 08, 1988",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,--,Southpaw,"Aug 08, 1988"
Warlley Alves,"5' 11""",185 lbs.,"72""",Orthodox,"Jan 04, 1991",True,https://en.wikipedia.org/wiki/Warlley_Alves,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Warlley Alves,,,"Governador Valadares, Minas Gerais, Brazil",,5 ft 11 in,,Welterweight (2011–present) Middleweight (2014; 2023),72.0,,,X-Gym (2011–2018) Team Nogueira (2018) Rizzo RVT (2018–present),,,2011–present,"Rio de Janeiro, Rio de Janeiro, Brazil",4,6,4,3,1,4,,,70750,Warlley Alves,"5'11""",180.3,,,182.9,,72 in,,,,,,"5' 11""",185 lbs.,"72""",Orthodox,"Jan 04, 1991"
Rafael Alves,"5' 8""",155 lbs.,"68""",Orthodox,"Nov 14, 1990",True,https://en.wikipedia.org/wiki/Rafael_Alves_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Rafael Alves,Rafael da Silva Alves,,"Belém, Brazil",,,,LightweightFeatherweight,68.0,Orthodox,,Main street Boxing and Muay Thai,,,2007–present,"Belém, Brazil",7,10,5,4,6,2,,,96651,Rafael Alves (fighter),,,,,172.7,The Turn,68 in,,,,,,"5' 8""",155 lbs.,"68""",Orthodox,"Nov 14, 1990"
Sam Alvey,"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",True,https://en.wikipedia.org/wiki/Sam_Alvey,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Sam Alvey,,,"Waterford, Wisconsin, U.S.",,6 ft 2 in,,"Heavyweight (2009, 2023–present) Light Heavyweight (2018–2020) Middleweight (2008–2017, 2021–2022) Welterweight (2012)",75.5,Southpaw,,Team Quest Dan Henderson Fitness Center,,Black belt in Brazilian Jiu-Jitsu,2007–present (MMA),"Murrieta, California, U.S.",20,3,11,4,3,11,1,1,35410,Sam Alvey,"6'2""",188.0,,,191.8,,75.5 in,,,,,,"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986"
Christopher Alvidrez,"6' 0""",170 lbs.,"74""",Orthodox,"Dec 27, 1996",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",170 lbs.,"74""",Orthodox,"Dec 27, 1996"
Mahamed Aly,"6' 2""",205 lbs.,"78""",Orthodox,"Jan 11, 1994",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",205 lbs.,"78""",Orthodox,"Jan 11, 1994"
Andre Amado,"6' 0""",154 lbs.,--,Orthodox,--,False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",154 lbs.,--,Orthodox,--
Adlan Amagov,"6' 2""",170 lbs.,"76""",Orthodox,"Oct 30, 1986",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",170 lbs.,"76""",Orthodox,"Oct 30, 1986"
Maiara Amanajas dos Santos,"5' 5""",115 lbs.,--,Southpaw,"Jul 11, 1987",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 5""",115 lbs.,--,Southpaw,"Jul 11, 1987"
Chris Amarante,--,185 lbs.,--,,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,185 lbs.,--,,--
Jimmy Ambriz,"6' 2""",315 lbs.,--,Southpaw,"Jan 26, 1970",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",315 lbs.,--,Southpaw,"Jan 26, 1970"
JJ Ambrose,"5' 10""",170 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 10""",170 lbs.,--,Orthodox,--
Alen Amedovski,"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988",True,https://en.wikipedia.org/wiki/Alen_Amedovski,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Alen Amedovski,,,"Centar Župa, Socialist Federal Republic of Yugoslavia",Macedonian,,,Middleweight Light Heavyweight,74.0,,,American Top Team Rome,,,2012–present,"Rome, Italy",8,,,2,1,1,,,134209,Alen Amedovski,,,,,188.0,,74.0 in,,,,,,"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988"
Hyder Amil,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990",True,https://en.wikipedia.org/wiki/Hyder_Amil,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Hyder Amil,Hyder Osman Amil,,"Cebu City, Philippines",,,,Featherweight,70.0,,,El Niño Training Center,,,2017–present,"San Francisco, California, United States",6,1,4,1,,1,,,269917,Hyder Amil,,,,,177.8,The Hurricane,70 in,,,,,,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990"
Hamid Amiri,--,145 lbs.,--,,"Jun 15, 2003",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,145 lbs.,--,,"Jun 15, 2003"
Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",True,https://en.wikipedia.org/wiki/Makwan_Amirkhani,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Makwan Amirkhani,,,"Kermanshah, Iran",Finnish,,,Lightweight FeatherweightBantamweight,,,"Wrestling,Submission Wrestling",Finnfighters' Gym (formerly) TuTo (formerly) Turku Muay Thai (2014) Allstars Training Center (2014–2015) SBG Ireland (2016–2021) MA Training Center (2021–present),,,2010–present,"Raisio, Finland",1,14,5,4,3,4,,,69406,Makwan Amirkhani,,,,,,Mr. Finland,,,,,,,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988"
Jaqueline Amorim,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995"
Bertrand Amoussou,"5' 8""",190 lbs.,--,Orthodox,--,False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 8""",190 lbs.,--,Orthodox,--
Karl Amoussou,"5' 11""",185 lbs.,--,Orthodox,"Nov 21, 1985",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",185 lbs.,--,Orthodox,"Nov 21, 1985"
Eryk Anders,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",True,https://en.wikipedia.org/wiki/Eryk_Anders,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Eryk Anders,,,"Clark Air Base, Pampanga, Luzon Islands, Philippines",American,6 ft 1 in,193 lb,"Middleweight (2015–2018, 2019–2026)Light Heavyweight (2018–2019)",,,"Kickboxing, Brazilian Jiu-Jitsu",Spartan Fitness (formerly) Fight Ready MMA (2020–present),,Black belt in Brazilian Jiu-Jitsu,2015–2026,"Birmingham, Alabama, U.S.",10,1,7,2,1,6,,1,93407,Eryk Anders,"6'1""",185.4,193.0,87.5,,Ya Boi,,,,,,,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987"
Matt Andersen,"6' 2""",230 lbs.,--,Southpaw,"May 29, 1971",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 2""",230 lbs.,--,Southpaw,"May 29, 1971"
Andy Anderson,"5' 6""",240 lbs.,--,,"Jul 16, 1974",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",240 lbs.,--,,"Jul 16, 1974"
Lowell Anderson,"5' 6""",160 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 6""",160 lbs.,--,Orthodox,--
Corey Anderson,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989",True,https://en.wikipedia.org/wiki/Corey_Anderson_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Corey Anderson,,,"Rockford, Illinois, U.S.",,6 ft 3 in,,"Light heavyweight (2013, 2014–present) Heavyweight (2013), (2025)",79.0,,"Wrestling, BJJ",Renzo Gracie Academy,,Black belt in Brazilian Jiu-Jitsu under Ricardo Almeida,2013–present,"Rockton, Illinois, U.S.",9,,11,4,,2,,1,171723,Corey Anderson (fighter),"6'3""",190.5,,,200.7,Overtime,79 in,,,,,,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989"
Derek Anderson,"6' 0""",155 lbs.,--,,"Feb 02, 1990",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 0""",155 lbs.,--,,"Feb 02, 1990"
Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",True,https://en.wikipedia.org/wiki/Megan_Anderson_(fighter),"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Megan Anderson,,,"Gold Coast, Queensland, Australia",,,,Featherweight,,Orthodox,,Glory MMA (2015–2021),,Purple belt in Brazilian Jiu-Jitsu,2013–2021,"Lee's Summit, Missouri, US",6,3,2,,3,2,,,149769,Megan Anderson (fighter),,,,,,,,,,,,,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990"
Liam Anderson,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 13, 1995",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 13, 1995"
Tatsuya Ando,"5' 4""",145 lbs.,"68""",Southpaw,"Apr 26, 1990",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 4""",145 lbs.,"68""",Southpaw,"Apr 26, 1990"
Alex Andrade,"5' 11""",200 lbs.,--,Orthodox,"May 14, 1974",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",200 lbs.,--,Orthodox,"May 14, 1974"
Jessica Andrade,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",True,https://en.wikipedia.org/wiki/Jéssica_Andrade,"{""has_category"": true, ""has_infobox_ufc"": true, ""body_mentions_ufc"": true}",Jéssica Andrade,Jéssica Fernanda da Costa Andrade,,"Umuarama, Paraná, Brazil",,5 ft 2 in,,"Strawweight (2016–2020, 2022–present) Flyweight (2020–2021, 2023-present) Bantamweight (2011–2015)",,,,Gracie Humaita (until 2013) Paraná Vale Tudo (2013–2024),,Black belt in Brazilian Jiu-Jitsu under Gilliard Paraná,2011–present,"Las Vegas, Nevada, U.S.",10,8,8,5,5,5,,,100715,Jéssica Andrade,"5'2""",157.5,,,,,,,,,,,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991"
Viscardi Andrade,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984",False,,"{""has_category"": true, ""has_infobox_ufc"": false, ""body_mentions_ufc"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984"
Jermaine Andre,"5' 7""",200 lbs.,--,Orthodox,--,False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5' 7""",200 lbs.,--,Orthodox,--
Fellipe Andrew,--,--,--,,"Oct 24, 1994",False,,no_search_hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,,"Oct 24, 1994"
