name,profile_url,weight_class,wins,losses,draws,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,rank
Vladimir,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6,"74.0""",27,8,0,1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1,
Miranda,http://ufcstats.com/fighter-details/f29a6350c69f4a33,"65.0""",17,6,0,3.22,44.0,2.25,61.0,2.16,40.0,45.0,0.4,
Nick,http://ufcstats.com/fighter-details/12585614e0ed2626,"76.0""",8,2,0,1.93,45.0,2.64,46.0,4.16,45.0,35.0,0.2,
Elaina,http://ufcstats.com/fighter-details/a16ce18149021139,--,7,4,0,2.07,60.0,2.4,53.0,0.0,0.0,50.0,1.0,
Jeremy,http://ufcstats.com/fighter-details/c32fdfe75cda5b22,--,13,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jack,http://ufcstats.com/fighter-details/2c6e81426dd7573c,--,9,3,0,1.52,38.0,3.29,33.0,0.91,33.0,20.0,0.0,
Don'Tale,http://ufcstats.com/fighter-details/1a9480fc288e55d7,"81.0""",11,9,0,3.22,43.0,3.61,46.0,0.59,38.0,46.0,0.0,
Gray,http://ufcstats.com/fighter-details/7d96bc577e5178b2,"70.0""",13,7,1,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,
Brooke,http://ufcstats.com/fighter-details/1b41c21d947d6f2f,--,0,1,0,1.92,34.0,3.2,63.0,3.2,60.0,0.0,2.1,
Gina,http://ufcstats.com/fighter-details/016a8d958883167c,"68.0""",7,6,0,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,
Sabina,http://ufcstats.com/fighter-details/70d2329a92864fdb,"70.0""",9,4,0,6.1,43.0,4.35,57.0,0.65,80.0,59.0,0.2,
Francesco,http://ufcstats.com/fighter-details/7b3c13fe33556a21,"75.0""",4,1,0,1.83,44.0,0.75,65.0,3.23,50.0,0.0,0.0,
Scott,http://ufcstats.com/fighter-details/7e7d81bf162a5ec1,--,14,7,0,0.0,0.0,1.33,50.0,0.0,0.0,0.0,0.0,
Bobby,http://ufcstats.com/fighter-details/ef6f45095119d416,--,1,3,0,2.56,83.0,1.03,50.0,0.0,0.0,33.0,7.7,
Michael,http://ufcstats.com/fighter-details/443f60bec7c3c3d5,--,8,3,0,4.08,48.0,5.85,40.0,1.85,42.0,30.0,1.2,
Ian,http://ufcstats.com/fighter-details/701e057d63c124d9,"64.0""",13,5,1,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,
Molly,http://ufcstats.com/fighter-details/51018a31ddf31eb2,"62.0""",14,8,0,5.28,49.0,4.65,62.0,1.78,36.0,38.0,0.5,
Charles,http://ufcstats.com/fighter-details/da97d6c97d09c030,"71.0""",10,5,0,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,
Eric,http://ufcstats.com/fighter-details/9508cc6184cb2450,"77.0""",11,4,1,2.92,46.0,3.05,45.0,0.64,100.0,68.0,0.0,
Sean,http://ufcstats.com/fighter-details/008dc37cca279def,"81.0""",17,7,0,0.85,44.0,2.48,52.0,2.12,40.0,33.0,4.2,
Danni,http://ufcstats.com/fighter-details/2a9f9db24cd032ba,"62.0""",9,2,0,6.93,51.0,4.53,60.0,6.0,42.0,50.0,2.0,
Paddy,http://ufcstats.com/fighter-details/b43620395f655046,"73.0""",7,1,0,6.2,55.0,2.47,53.0,1.0,50.0,0.0,0.0,
Kris,http://ufcstats.com/fighter-details/baed16f18348908e,"76.0""",8,5,0,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,
Tamdan,http://ufcstats.com/fighter-details/eff47295daf721a6,"76.0""",14,5,0,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,
Rob,http://ufcstats.com/fighter-details/11e3fd7546359fc5,"69.0""",19,8,0,2.47,36.0,2.84,59.0,0.46,100.0,68.0,0.0,
Justin,http://ufcstats.com/fighter-details/75f871836d41f90f,"73.0""",11,5,2,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,
Robert,http://ufcstats.com/fighter-details/5cafbc97dba2e797,"75.0""",28,10,0,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,
Michael,http://ufcstats.com/fighter-details/d52ef694108f8235,--,1,1,0,0.0,0.0,0.4,50.0,0.0,0.0,0.0,0.0,
Scott,http://ufcstats.com/fighter-details/08ae3100bf2100ed,--,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michael,http://ufcstats.com/fighter-details/d0314416a7f26527,"70.0""",17,4,0,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,
Josh,http://ufcstats.com/fighter-details/b507a76087e3ed9f,--,9,5,0,0.8,57.0,3.4,33.0,9.0,50.0,0.0,0.0,
Miles,http://ufcstats.com/fighter-details/a3f8356ace5e3eb5,--,2,1,0,5.1,45.0,4.0,43.0,0.0,0.0,100.0,1.0,
Justin,http://ufcstats.com/fighter-details/49c29e57d4e2be6f,--,6,4,0,4.59,26.0,12.79,41.0,0.0,0.0,0.0,0.0,
Drew,http://ufcstats.com/fighter-details/1fd4fbdcc67de844,"72.0""",12,7,0,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,
Liam,http://ufcstats.com/fighter-details/e4e0993befecdaf8,--,12,2,0,1.28,48.0,1.92,50.0,0.51,100.0,0.0,2.5,
Gan,http://ufcstats.com/fighter-details/d90b630e0561818b,--,13,5,0,2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,
Court,http://ufcstats.com/fighter-details/523fa774700d7d3f,"75.0""",23,14,0,4.5,36.0,3.65,60.0,1.78,24.0,70.0,0.5,
Marcus,http://ufcstats.com/fighter-details/c0ac37a4a1133da9,"69.0""",10,2,0,5.5,45.0,3.64,57.0,0.31,14.0,90.0,0.3,
Ryan,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,--,12,0,1,1.27,20.0,2.2,52.0,0.0,0.0,44.0,0.0,
Ryan,http://ufcstats.com/fighter-details/856ec65948b7d234,--,13,7,0,2.22,29.0,2.22,57.0,0.0,0.0,0.0,0.0,
Jack,http://ufcstats.com/fighter-details/237187ed9f419285,--,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Conor,http://ufcstats.com/fighter-details/f4c49976c75c5ab2,"74.0""",22,6,0,5.32,49.0,4.66,54.0,0.67,55.0,66.0,0.1,
Greg,http://ufcstats.com/fighter-details/00a905a4a4a2b071,--,6,4,0,0.79,30.0,1.36,41.0,5.09,50.0,0.0,0.0,
Antonio,http://ufcstats.com/fighter-details/3414b50b08a10600,--,29,6,2,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,
AJ,http://ufcstats.com/fighter-details/f3ec0214794a699e,--,8,0,0,2.75,32.0,0.92,80.0,11.01,100.0,100.0,11.0,
Rhys,http://ufcstats.com/fighter-details/f748267c4ab6c127,"78.0""",14,7,1,4.71,40.0,7.15,47.0,0.0,0.0,47.0,0.0,
Cory,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,"58.0""",8,4,0,2.94,38.0,3.68,46.0,2.0,47.0,75.0,0.4,
Tim,http://ufcstats.com/fighter-details/9ca265dfe8323db3,"74.0""",14,9,0,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,
Cody,http://ufcstats.com/fighter-details/7be63795363029e8,"72.0""",16,10,0,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,
Terrance,http://ufcstats.com/fighter-details/809bd1a871491508,"73.0""",18,8,0,6.53,55.0,3.45,43.0,3.31,40.0,72.0,2.1,
Brian,http://ufcstats.com/fighter-details/6488729da7ac1c79,--,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jason,http://ufcstats.com/fighter-details/8336d7a85ce45481,--,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Garreth,http://ufcstats.com/fighter-details/f215cfbd4ba3c270,"72.0""",13,6,0,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,
Sara,http://ufcstats.com/fighter-details/7be74a12d7352df2,"66.0""",13,6,0,2.26,46.0,1.92,47.0,4.38,65.0,50.0,0.5,
Tommy,http://ufcstats.com/fighter-details/6b0a6def604de298,"74.0""",10,0,0,9.87,53.0,5.54,58.0,0.0,0.0,83.0,0.0,
James,http://ufcstats.com/fighter-details/cac08b8685387ca5,"77.0""",15,15,0,3.94,55.0,4.33,42.0,0.52,33.0,100.0,1.1,
Charles,http://ufcstats.com/fighter-details/acd8a53f7c0ce85e,--,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jackson,http://ufcstats.com/fighter-details/3eeec2f53cebdf12,"77.0""",7,2,0,6.51,69.0,3.37,23.0,0.0,0.0,0.0,1.2,
Daniel,http://ufcstats.com/fighter-details/7b03d9df5910917d,--,15,37,0,3.36,77.0,0.0,0.0,0.0,0.0,100.0,21.6,
Tim,http://ufcstats.com/fighter-details/4b47e71384a9522f,"75.0""",33,17,1,5.04,49.0,3.65,60.0,1.14,40.0,64.0,0.2,
Yancy,http://ufcstats.com/fighter-details/813550bc53b15fb0,"75.0""",15,8,0,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,
Anistavio,http://ufcstats.com/fighter-details/2937cb502dda0808,--,19,10,0,3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,
Kaline,http://ufcstats.com/fighter-details/263af068bd986548,--,8,5,0,2.06,70.0,0.29,83.0,4.41,100.0,0.0,4.4,
MarQuel,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,"69.0""",11,1,1,5.46,58.0,4.58,52.0,0.23,8.0,82.0,0.0,
Uros,http://ufcstats.com/fighter-details/681399317dbf4701,"71.0""",13,3,0,5.59,60.0,3.42,56.0,0.34,50.0,55.0,0.0,
Todd,http://ufcstats.com/fighter-details/b60391da771deefe,--,11,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jason,http://ufcstats.com/fighter-details/f53fb9d9e57cc38e,--,21,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Emil,http://ufcstats.com/fighter-details/103b06d8707895a9,"74.0""",9,5,1,2.52,39.0,2.53,38.0,0.25,33.0,47.0,1.0,
Sanford Alton,http://ufcstats.com/fighter-details/27c59ac201539d10,"75.0""",1,1,0,0.71,42.0,4.47,38.0,7.06,25.0,0.0,0.0,
Gerald,http://ufcstats.com/fighter-details/6ac9bc2953c47345,"77.0""",37,22,0,2.95,45.0,3.44,53.0,1.7,29.0,40.0,1.5,
Frank,http://ufcstats.com/fighter-details/c0a93b52096b7682,--,2,3,0,1.14,21.0,5.32,54.0,0.0,0.0,0.0,0.0,
Derrick,http://ufcstats.com/fighter-details/6c7dafd03b6cc3f8,--,19,9,0,1.93,14.0,4.53,48.0,1.0,16.0,0.0,0.0,
Miika,http://ufcstats.com/fighter-details/41dca66f9dadfc86,--,3,5,0,0.33,12.0,7.29,24.0,0.0,0.0,0.0,0.0,
Jordan,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,"73.0""",31,12,0,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2,
Bryce,http://ufcstats.com/fighter-details/6eae26c44e505775,--,3,1,0,3.49,62.0,6.98,50.0,0.0,0.0,0.0,0.0,
Brian,http://ufcstats.com/fighter-details/eee7dafac7d672b5,--,7,3,0,4.18,49.0,3.64,64.0,2.02,100.0,66.0,0.0,
Brandon,http://ufcstats.com/fighter-details/2b06b6ad5db63348,--,25,25,0,0.84,26.0,0.56,63.0,0.0,0.0,25.0,0.0,
Gilbert,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1,"73.0""",22,8,0,3.44,33.0,2.53,63.0,1.64,41.0,71.0,0.2,
Nair,http://ufcstats.com/fighter-details/64b8561624d3b15e,--,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Marcelo,http://ufcstats.com/fighter-details/672ef06fd9f41f7d,--,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Fabio,http://ufcstats.com/fighter-details/8a028648f3f0761d,--,11,8,0,0.86,35.0,3.94,50.0,0.0,0.0,0.0,0.0,
Vanessa,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a,"65.0""",11,8,0,3.48,30.0,6.13,59.0,0.0,0.0,71.0,0.0,
Antonio,http://ufcstats.com/fighter-details/3795fca327cbcf23,"77.0""",18,13,0,1.34,47.0,6.85,22.0,2.51,50.0,100.0,0.0,
Chad,http://ufcstats.com/fighter-details/b5b684eac99ae0a3,"66.0""",18,5,0,2.78,49.0,2.35,67.0,4.13,55.0,100.0,0.3,
Augusto,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,"65.0""",6,2,0,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,
Eddie,http://ufcstats.com/fighter-details/49e49b54e5901d0d,--,8,3,1,1.71,33.0,3.43,11.0,0.0,0.0,0.0,0.0,
Mateus,http://ufcstats.com/fighter-details/48812daf291a4e23,"71.0""",10,3,0,1.66,40.0,4.14,30.0,2.54,27.0,55.0,0.4,
Luis,http://ufcstats.com/fighter-details/28200bc87367614f,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Pietro,http://ufcstats.com/fighter-details/869d68b5383131fd,"68.0""",13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alonzo,http://ufcstats.com/fighter-details/a495f599e787614f,"76.0""",17,6,1,3.77,53.0,3.81,50.0,0.5,31.0,78.0,0.2,
Ivan,http://ufcstats.com/fighter-details/5755960ebd0b16f6,"64.0""",25,12,0,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,
Dave,http://ufcstats.com/fighter-details/275cafc9de131c83,--,45,17,2,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,
Steve,http://ufcstats.com/fighter-details/3bc27ec15facbcf3,--,9,13,2,0.0,0.0,9.51,42.0,0.0,0.0,0.0,0.0,
Buck,http://ufcstats.com/fighter-details/36120738148f203f,--,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adam,http://ufcstats.com/fighter-details/c1135a6892e916db,--,5,3,0,2.63,50.0,2.11,55.0,7.89,100.0,100.0,7.9,
Nick,http://ufcstats.com/fighter-details/2f6dc878d653c442,--,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Joe,http://ufcstats.com/fighter-details/e82d5f54daa85a7e,--,7,2,0,1.53,58.0,0.73,66.0,0.0,0.0,68.0,0.0,
Bia,http://ufcstats.com/fighter-details/eff9074bc066f0f2,"67.0""",7,0,0,5.78,60.0,0.64,80.0,4.81,75.0,0.0,3.2,
Jeremiah,http://ufcstats.com/fighter-details/5bdcbd8dd681a257,--,13,7,0,1.74,59.0,0.27,60.0,4.02,66.0,100.0,2.0,
Jonathan,http://ufcstats.com/fighter-details/5823ceab56741617,--,8,1,0,3.47,50.0,1.43,69.0,0.58,33.0,58.0,0.0,
Yaotzin,http://ufcstats.com/fighter-details/3623bd267a2eef2e,"71.0""",21,11,0,1.43,41.0,1.62,64.0,1.06,20.0,18.0,1.4,
Guy,http://ufcstats.com/fighter-details/946f341df6472ee0,--,30,14,2,2.3,32.0,1.36,72.0,0.39,50.0,88.0,0.0,
David,http://ufcstats.com/fighter-details/8f003ef7e0d9a139,"70.0""",7,1,0,5.67,44.0,7.53,48.0,2.0,16.0,100.0,1.0,
Jonathan,http://ufcstats.com/fighter-details/f782f953bfe7b5f2,"77.0""",10,1,0,3.85,43.0,3.64,56.0,1.08,42.0,66.0,0.7,
Brandon,http://ufcstats.com/fighter-details/f5e4ce11afbdfb61,--,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andreas,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4,"76.0""",13,6,0,2.9,51.0,3.57,44.0,1.12,27.0,50.0,0.0,
David,http://ufcstats.com/fighter-details/49f4b511932f71e9,--,11,3,0,3.25,43.0,4.45,54.0,2.53,58.0,77.0,0.7,
Chris,http://ufcstats.com/fighter-details/f903967fd320da38,--,30,21,2,3.03,27.0,9.7,48.0,0.0,0.0,0.0,0.0,
Zachary,http://ufcstats.com/fighter-details/a36a14985a57a1c6,"74.0""",15,3,0,5.56,53.0,4.72,54.0,0.7,12.0,100.0,0.0,
Kristof,http://ufcstats.com/fighter-details/5b5b9c6f6f270369,--,6,10,0,0.7,43.0,2.89,49.0,0.0,0.0,0.0,0.0,
Keith,http://ufcstats.com/fighter-details/f62850b3c7480db9,--,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chris,http://ufcstats.com/fighter-details/2b284840ca89876a,--,5,3,0,1.6,61.0,1.73,48.0,2.0,28.0,0.0,1.0,
Gabriel,http://ufcstats.com/fighter-details/a6fa5dd90528e9f7,--,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bojan,http://ufcstats.com/fighter-details/d6285cba1d1052e0,"73.0""",10,6,0,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,
Billy,http://ufcstats.com/fighter-details/3c48019bc387b80c,--,2,2,0,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,
Pat,http://ufcstats.com/fighter-details/cedfdf8d423d500c,--,29,7,2,1.79,45.0,1.66,63.0,1.96,100.0,54.0,1.0,
Curtis,http://ufcstats.com/fighter-details/f1928a52590c5532,"76.0""",17,5,0,3.86,46.0,2.95,61.0,0.43,100.0,57.0,0.0,
Phillip,http://ufcstats.com/fighter-details/18aecaf50f52e4c3,--,16,0,0,1.61,54.0,1.93,50.0,3.62,25.0,100.0,0.6,
Jason,http://ufcstats.com/fighter-details/b2f88c04c4dd43ce,--,23,10,0,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3,
Dan,http://ufcstats.com/fighter-details/d0c29452d3272603,"74.0""",14,8,0,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,
Jim,http://ufcstats.com/fighter-details/d1941565abf50b16,"71.0""",38,19,0,2.92,42.0,3.44,56.0,1.5,45.0,48.0,1.7,
Cole,http://ufcstats.com/fighter-details/282fa667ff9c51ed,"73.0""",21,11,0,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,
Henry,http://ufcstats.com/fighter-details/45a2ba3ef82b9700,--,6,16,0,1.25,36.0,2.16,54.0,0.55,25.0,60.0,0.0,
Micah,http://ufcstats.com/fighter-details/3ff0d0dc7a14bb50,--,20,8,0,1.33,33.0,2.15,54.0,0.98,37.0,21.0,2.0,
Aaron,http://ufcstats.com/fighter-details/a4d055f1435d6d75,--,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mo,http://ufcstats.com/fighter-details/39019970ac8543e9,"72.0""",6,0,0,1.87,45.0,1.33,60.0,4.0,80.0,0.0,0.0,
Juliana,http://ufcstats.com/fighter-details/aa0c573da7119292,"66.0""",5,4,0,2.65,39.0,4.14,44.0,2.16,29.0,44.0,1.2,
Ty,http://ufcstats.com/fighter-details/0859524157a19045,"77.0""",7,0,0,7.16,38.0,4.65,64.0,0.0,0.0,75.0,0.0,
Trent,http://ufcstats.com/fighter-details/2b6a37a97541a4fd,"72.0""",8,3,0,2.11,20.0,11.23,48.0,0.0,0.0,0.0,0.0,
Eddy,http://ufcstats.com/fighter-details/f2c934689243fe4e,--,0,2,0,0.0,0.0,3.36,22.0,0.0,0.0,0.0,7.2,
Che,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685,"76.0""",16,10,0,2.08,52.0,2.87,43.0,1.18,66.0,58.0,0.0,
Adam,http://ufcstats.com/fighter-details/72ffecf712673af1,"76.0""",8,4,0,3.85,46.0,4.79,43.0,0.0,0.0,64.0,0.0,
Alberto,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,"77.0""",13,1,0,3.23,38.0,3.7,47.0,1.85,20.0,50.0,0.0,
Vitaly,http://ufcstats.com/fighter-details/56c975c4a2b357a5,--,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Yunosuke,http://ufcstats.com/fighter-details/9f2c07bd65fde55c,--,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mario,http://ufcstats.com/fighter-details/1ccaeae54725d897,"78.0""",7,1,0,1.62,33.0,6.49,52.0,0.0,0.0,0.0,0.0,
Darrick,http://ufcstats.com/fighter-details/34e516ab361afb1c,"69.0""",26,14,0,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.7,
Mike,http://ufcstats.com/fighter-details/c8aa3541bec4042e,--,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ikuhisa,http://ufcstats.com/fighter-details/ce6065baef021cf3,--,60,42,8,0.88,40.0,1.66,49.0,1.82,41.0,5.0,1.9,
Carlton,http://ufcstats.com/fighter-details/40d8b74488743800,"75.0""",10,3,0,3.5,40.0,4.97,50.0,0.0,0.0,58.0,0.0,
Stipe,http://ufcstats.com/fighter-details/d28dee5c705991df,"80.0""",20,5,0,4.67,52.0,4.01,52.0,1.74,34.0,65.0,0.0,
Frank,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,"79.0""",18,11,0,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,
Juan,http://ufcstats.com/fighter-details/be8ad887e4d674b0,--,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mario,http://ufcstats.com/fighter-details/df2bf09c99594848,"74.0""",14,7,0,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,
Vitor,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,"77.0""",12,5,0,2.98,45.0,2.95,58.0,0.95,55.0,50.0,0.2,
Gabriel,http://ufcstats.com/fighter-details/b909a9a9688b5284,"71.0""",17,8,0,3.23,43.0,6.01,37.0,4.75,38.0,0.0,1.9,
Damir,http://ufcstats.com/fighter-details/992c82450d96f726,--,9,4,0,0.84,50.0,9.86,35.0,0.0,0.0,0.0,0.0,
Kazuo,http://ufcstats.com/fighter-details/5e7a28f20927d64a,--,25,11,2,2.85,40.0,2.74,63.0,0.72,38.0,51.0,0.6,
Toby,http://ufcstats.com/fighter-details/3f87218a7aca84c4,--,9,5,0,3.27,40.0,7.73,46.0,0.0,0.0,0.0,0.0,
Dokonjonosuke,http://ufcstats.com/fighter-details/b14a68c533f4a4aa,--,21,7,2,1.06,41.0,1.22,52.0,2.47,40.0,25.0,1.4,
Felix Lee,http://ufcstats.com/fighter-details/6cbb7661c3258617,--,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
David,http://ufcstats.com/fighter-details/8f3df4c579cfbb69,"75.0""",22,7,0,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,
Danny,http://ufcstats.com/fighter-details/c06d554ce1713fd3,--,19,9,1,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0,
Brad,http://ufcstats.com/fighter-details/7263e0dc082adc87,--,4,2,0,1.15,33.0,4.2,52.0,0.0,0.0,100.0,1.9,
Clay,http://ufcstats.com/fighter-details/3d960455f880bb25,--,1,2,0,1.63,85.0,0.0,0.0,0.0,0.0,100.0,4.1,
Bryce,http://ufcstats.com/fighter-details/d9c6f19f958643e9,"70.0""",18,4,0,2.27,59.0,1.6,58.0,3.24,36.0,33.0,1.2,
Maurice,http://ufcstats.com/fighter-details/568bebed6366b667,--,11,2,0,3.8,55.0,3.54,60.0,0.0,0.0,100.0,0.0,
Terrence,http://ufcstats.com/fighter-details/f3ca6908f78efebe,"74.0""",14,4,0,2.21,34.0,8.85,41.0,3.69,50.0,0.0,0.0,
Roman,http://ufcstats.com/fighter-details/2961be02cfb0d2c1,--,8,3,0,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9,
Matt,http://ufcstats.com/fighter-details/ba280572acfba13f,"82.0""",12,5,0,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7,
Eiji,http://ufcstats.com/fighter-details/2b4faacc16d66898,--,18,9,2,1.49,49.0,2.26,45.0,2.3,36.0,20.0,1.6,
Hiromitsu,http://ufcstats.com/fighter-details/509697e08673d2e5,"71.0""",12,7,0,2.12,34.0,2.12,58.0,2.23,50.0,69.0,0.6,
Jonathan,http://ufcstats.com/fighter-details/f64e4ecd214c6378,--,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Patchy,http://ufcstats.com/fighter-details/2cfba6c837c03ed0,"70.0""",20,3,0,5.3,43.0,7.3,43.0,2.5,62.0,0.0,0.0,
Ryuho,http://ufcstats.com/fighter-details/f1a9c0998c683782,--,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tomoya,http://ufcstats.com/fighter-details/c9885b1b7c7055a0,--,17,9,7,1.67,65.0,0.93,33.0,4.0,80.0,0.0,2.0,
Kazuyuki,http://ufcstats.com/fighter-details/af70d268e5352186,--,15,9,0,2.04,52.0,1.82,63.0,4.31,46.0,68.0,0.0,
Motoki,http://ufcstats.com/fighter-details/9649d75defe0dedb,--,7,3,0,1.23,28.0,3.91,61.0,0.0,0.0,0.0,0.0,
Takeya,http://ufcstats.com/fighter-details/48e093ea1f43a053,"69.0""",21,11,2,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,
,http://ufcstats.com/fighter-details/43a59ce3bb40449e,"65.0""",16,6,0,4.45,52.0,4.65,49.0,0.75,33.0,80.0,0.0,
Tatsuya,http://ufcstats.com/fighter-details/478c8706bdb92440,--,16,12,1,2.25,37.0,3.52,53.0,1.19,25.0,40.0,3.6,
Roxanne,http://ufcstats.com/fighter-details/4498b382c65a7faa,"69.0""",25,21,0,3.35,30.0,5.7,51.0,1.35,23.0,30.0,0.1,
Bobby,http://ufcstats.com/fighter-details/d76ad9a08c4408ff,"73.0""",13,5,0,3.41,39.0,3.15,61.0,2.74,66.0,66.0,1.4,
Bronson,http://ufcstats.com/fighter-details/65239fccecd03404,--,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nate,http://ufcstats.com/fighter-details/04c15b52c3cc1cab,"72.0""",9,7,0,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0,
Renato,http://ufcstats.com/fighter-details/b6452706b373eea1,"72.0""",21,7,1,4.1,49.0,3.55,59.0,1.68,40.0,64.0,0.6,
Thiago,http://ufcstats.com/fighter-details/d945aae53e3e54e6,"70.0""",19,10,0,2.52,42.0,4.4,52.0,1.37,29.0,52.0,1.1,
Muhammad,http://ufcstats.com/fighter-details/75353550928a7921,"70.0""",13,0,0,1.61,45.0,1.35,57.0,5.29,41.0,25.0,0.8,
Ashkan,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,"67.0""",13,3,0,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0,
Suman,http://ufcstats.com/fighter-details/192520689012c7e4,"72.0""",8,5,0,2.21,43.0,6.85,48.0,0.0,0.0,0.0,0.0,
Dan,http://ufcstats.com/fighter-details/606136dee6f6ecea,--,13,9,0,0.0,0.0,5.58,60.0,0.0,0.0,0.0,20.9,
Jeff,http://ufcstats.com/fighter-details/008ea710276c9606,"69.0""",11,2,0,7.25,48.0,5.04,55.0,0.0,0.0,66.0,0.0,
Rudyard,http://ufcstats.com/fighter-details/02d276b7d62b3472,--,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Hidetaka,http://ufcstats.com/fighter-details/a8e133139286df84,--,18,11,4,1.67,25.0,9.76,34.0,0.0,0.0,0.0,0.0,
Jeff,http://ufcstats.com/fighter-details/cbfd1d34356a004c,"74.0""",60,26,1,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7,
